"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4077,-0.0041172,-0.0025401,-0.0034905
5607,-0.0040891,-0.0031096,-0.0026408
7231,-0.0039042,-0.0037069,-0.001858
7690,-0.0043364,0.001276,0.0014196
8884,-0.0038228,0.0020088,0.0023665
9064,-0.0035038,-0.0043319,-0.0012016
10370,-0.0028415,0.0014696,0.0022994
10502,-0.0027707,0.00091771,0.0022826
10662,-0.0028344,0.0023907,0.0030642
10986,-0.0027238,-0.0049106,-0.00076423
11493,-0.0021548,0.0015297,0.0023829
11628,-0.0020671,0.00095663,0.002341
12358,-0.0018474,0.002214,0.0032618
12406,-0.0020306,-0.0052064,-0.0003119
13441,-0.0015956,-0.002964,0.00096514
13579,-0.0013145,-0.0035876,0.00098933
13738,-0.0012118,-0.0026822,0.0019982
14227,-0.00077854,0.0017834,0.0032507
14451,-0.00073459,-0.0039064,0.001301
14716,-0.00056614,-0.0060206,-0.00037361
14748,-0.00051347,-0.0033812,0.0012283
14757,-0.00052778,-0.0027881,0.0019042
15601,8.4313e-05,-0.0060852,-0.00040604
15634,6.469e-05,-0.0034455,0.0012961
15643,4.6279e-05,-0.0027832,0.0019389
15674,9.49e-06,-0.00045395,0.003614
15682,8.1648e-06,0.00022914,0.0032509
16514,0.00064495,-0.003373,0.0012018
16523,0.00060755,-0.0027947,0.0018819
16628,0.00083376,-0.0059945,-0.00036132
16654,0.00078481,-0.0040649,0.001305
17015,0.0007159,0.001754,0.0032552
17526,0.0013541,-0.0038526,0.0010503
17688,0.0013863,-0.0026414,0.0019197
17966,0.0018184,-0.0030385,0.00089065
18466,0.0015549,0.0023187,0.0033964
18799,0.0021415,-0.0051723,-0.00032491
19589,0.0020018,0.00092997,0.0023479
19595,0.0019951,0.0014901,0.00237
20173,0.0025292,0.0023924,0.0031834
20640,0.0030719,-0.0046891,-0.00073031
20991,0.0028873,0.00084736,0.0022529
20998,0.0028641,0.001462,0.0022958
22098,0.003621,0.0020869,0.0025514
22546,0.0037817,-0.0041136,-0.0011653
23934,0.0044757,0.0015719,0.0014017
24373,0.0039977,-0.0036559,-0.0019728
25746,0.004073,-0.0032483,-0.0027025
26936,0.0041557,-0.0027768,-0.0033202
